,index,season,episode,episode_num,rank,missc,contestant,outcome,eliminated,participant,minichalw,finale,penultimate
960,961,S07,8,S07E8,5.0,1.0,Katya,,0.0,1,0.0,0,0
961,962,S07,8,S07E8,6.0,0.0,Trixie Mattel,,0.0,1,0.0,0,0
962,963,S07,8,S07E8,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
963,964,S07,8,S07E8,8.0,0.0,Jaidynn Diore Fierce,,1.0,1,0.0,0,0
964,965,S07,8,S07E8,9.0,0.0,Max,,0.0,1,0.0,0,0
965,966,S07,8,S07E8,10.0,0.0,Kandy Ho,,0.0,1,0.0,0,0
966,967,S07,8,S07E8,11.0,0.0,Mrs. Kasha Davis,,0.0,1,0.0,0,0
967,968,S07,8,S07E8,12.0,0.0,Jasmine Masters,,0.0,1,0.0,0,0
968,969,S07,8,S07E8,13.0,0.0,Sasha Belle,,0.0,1,0.0,0,0
969,970,S07,8,S07E8,14.0,0.0,Tempest DuJour,,0.0,1,0.0,0,0
970,971,S07,9,S07E9,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
971,972,S07,9,S07E9,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
972,973,S07,9,S07E9,2.0,0.0,Pearl,,0.0,1,0.0,0,0
973,974,S07,9,S07E9,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
974,975,S07,9,S07E9,5.0,1.0,Katya,,0.0,1,0.0,0,0
975,976,S07,9,S07E9,6.0,0.0,Trixie Mattel,,0.0,1,1.0,0,0
976,977,S07,9,S07E9,7.0,0.0,Miss Fame,,1.0,1,0.0,0,0
984,985,S07,10,S07E10,1.0,0.0,Violet Chachki,,0.0,1,1.0,0,0
985,986,S07,10,S07E10,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
986,987,S07,10,S07E10,2.0,0.0,Pearl,,0.0,1,0.0,0,0
987,988,S07,10,S07E10,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
988,989,S07,10,S07E10,5.0,1.0,Katya,,0.0,1,0.0,0,0
989,990,S07,10,S07E10,6.0,0.0,Trixie Mattel,,1.0,1,0.0,0,0
998,999,S07,11,S07E11,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
999,1000,S07,11,S07E11,2.0,0.0,Ginger Minj,,0.0,1,1.0,0,0
1000,1001,S07,11,S07E11,2.0,0.0,Pearl,,0.0,1,0.0,0,0
1001,1002,S07,11,S07E11,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
1002,1003,S07,11,S07E11,5.0,1.0,Katya,,1.0,1,0.0,0,0
1012,1013,S07,12,S07E12,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,1
1013,1014,S07,12,S07E12,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,1
1014,1015,S07,12,S07E12,2.0,0.0,Pearl,,0.0,1,0.0,0,1
1015,1016,S07,12,S07E12,4.0,0.0,Kennedy Davenport,,1.0,1,0.0,0,1
1026,1027,S07,14,S07E14,1.0,0.0,Violet Chachki,QUEEN SUPREME,0.0,1,0.0,1,0
1027,1028,S07,14,S07E14,2.0,0.0,Ginger Minj,FINALE,0.0,1,0.0,1,0
1028,1029,S07,14,S07E14,2.0,0.0,Pearl,FINALE,0.0,1,0.0,1,0
1040,1041,S08,1,S08E1,1.0,0.0,Bob the Drag Queen,,0.0,1,0.0,0,0
1041,1042,S08,1,S08E1,2.0,0.0,Kim Chi,,0.0,1,0.0,0,0
1042,1043,S08,1,S08E1,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,0
1043,1044,S08,1,S08E1,4.0,0.0,Chi Chi DeVayne,,0.0,1,0.0,0,0
1044,1045,S08,1,S08E1,5.0,0.0,Derrick Barry,,0.0,1,0.0,0,0
1045,1046,S08,1,S08E1,6.0,0.0,Thorgy Thor,,0.0,1,0.0,0,0
1046,1047,S08,1,S08E1,7.0,0.0,Robbie Turner,,0.0,1,1.0,0,0
1047,1048,S08,1,S08E1,8.0,0.0,Acid Betty,,0.0,1,0.0,0,0
1048,1049,S08,1,S08E1,9.0,0.0,Naysha Lopez,,1.0,1,0.0,0,0
1049,1050,S08,1,S08E1,10.0,1.0,Cynthia Lee Fontaine,,0.0,1,0.0,0,0
1050,1051,S08,1,S08E1,11.0,0.0,Dax ExclamationPoint,,0.0,1,0.0,0,0
1051,1052,S08,1,S08E1,11.0,0.0,Laila McQueen,,0.0,1,0.0,0,0
1052,1053,S08,2,S08E2,1.0,0.0,Bob the Drag Queen,,0.0,1,0.0,0,0
1053,1054,S08,2,S08E2,2.0,0.0,Kim Chi,,0.0,1,0.0,0,0
1054,1055,S08,2,S08E2,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,0
1055,1056,S08,2,S08E2,4.0,0.0,Chi Chi DeVayne,,0.0,1,0.0,0,0
1056,1057,S08,2,S08E2,5.0,0.0,Derrick Barry,,0.0,1,0.0,0,0
1057,1058,S08,2,S08E2,6.0,0.0,Thorgy Thor,,0.0,1,0.0,0,0
1058,1059,S08,2,S08E2,7.0,0.0,Robbie Turner,,0.0,1,0.0,0,0
1059,1060,S08,2,S08E2,8.0,0.0,Acid Betty,,0.0,1,0.0,0,0
1061,1062,S08,2,S08E2,10.0,1.0,Cynthia Lee Fontaine,,0.0,1,0.0,0,0
1062,1063,S08,2,S08E2,11.0,0.0,Dax ExclamationPoint,,1.0,1,0.0,0,0
1063,1064,S08,2,S08E2,11.0,0.0,Laila McQueen,,1.0,1,0.0,0,0
1064,1065,S08,3,S08E3,1.0,0.0,Bob the Drag Queen,,0.0,1,0.0,0,0
1065,1066,S08,3,S08E3,2.0,0.0,Kim Chi,,0.0,1,0.0,0,0
1066,1067,S08,3,S08E3,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,0
1067,1068,S08,3,S08E3,4.0,0.0,Chi Chi DeVayne,,0.0,1,0.0,0,0
1068,1069,S08,3,S08E3,5.0,0.0,Derrick Barry,,0.0,1,0.0,0,0
1069,1070,S08,3,S08E3,6.0,0.0,Thorgy Thor,,0.0,1,0.0,0,0
1070,1071,S08,3,S08E3,7.0,0.0,Robbie Turner,,0.0,1,0.0,0,0
1071,1072,S08,3,S08E3,8.0,0.0,Acid Betty,,0.0,1,0.0,0,0
1072,1073,S08,3,S08E3,9.0,0.0,Naysha Lopez,,0.0,1,0.0,0,0
1073,1074,S08,3,S08E3,10.0,1.0,Cynthia Lee Fontaine,,1.0,1,0.0,0,0
1076,1077,S08,4,S08E4,1.0,0.0,Bob the Drag Queen,,0.0,1,0.0,0,0
1077,1078,S08,4,S08E4,2.0,0.0,Kim Chi,,0.0,1,0.0,0,0
1078,1079,S08,4,S08E4,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,0
1079,1080,S08,4,S08E4,4.0,0.0,Chi Chi DeVayne,,0.0,1,0.0,0,0
1080,1081,S08,4,S08E4,5.0,0.0,Derrick Barry,,0.0,1,0.0,0,0
1081,1082,S08,4,S08E4,6.0,0.0,Thorgy Thor,,0.0,1,0.0,0,0
1082,1083,S08,4,S08E4,7.0,0.0,Robbie Turner,,0.0,1,0.0,0,0
1083,1084,S08,4,S08E4,8.0,0.0,Acid Betty,,0.0,1,0.0,0,0
1084,1085,S08,4,S08E4,9.0,0.0,Naysha Lopez,,1.0,1,0.0,0,0
1088,1089,S08,5,S08E5,1.0,0.0,Bob the Drag Queen,,0.0,1,0.0,0,0
1089,1090,S08,5,S08E5,2.0,0.0,Kim Chi,,0.0,1,0.0,0,0
1090,1091,S08,5,S08E5,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,0
1091,1092,S08,5,S08E5,4.0,0.0,Chi Chi DeVayne,,0.0,1,0.0,0,0
1092,1093,S08,5,S08E5,5.0,0.0,Derrick Barry,,0.0,1,0.0,0,0
1093,1094,S08,5,S08E5,6.0,0.0,Thorgy Thor,,0.0,1,0.0,0,0
1094,1095,S08,5,S08E5,7.0,0.0,Robbie Turner,,0.0,1,0.0,0,0
1095,1096,S08,5,S08E5,8.0,0.0,Acid Betty,,1.0,1,0.0,0,0
1100,1101,S08,6,S08E6,1.0,0.0,Bob the Drag Queen,,0.0,1,1.0,0,0
1101,1102,S08,6,S08E6,2.0,0.0,Kim Chi,,0.0,1,0.0,0,0
1102,1103,S08,6,S08E6,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,0
1103,1104,S08,6,S08E6,4.0,0.0,Chi Chi DeVayne,,0.0,1,0.0,0,0
1104,1105,S08,6,S08E6,5.0,0.0,Derrick Barry,,0.0,1,0.0,0,0
1105,1106,S08,6,S08E6,6.0,0.0,Thorgy Thor,,0.0,1,0.0,0,0
1106,1107,S08,6,S08E6,7.0,0.0,Robbie Turner,,1.0,1,0.0,0,0
1112,1113,S08,7,S08E7,1.0,0.0,Bob the Drag Queen,,0.0,1,0.0,0,0
1113,1114,S08,7,S08E7,2.0,0.0,Kim Chi,,0.0,1,0.0,0,0
1114,1115,S08,7,S08E7,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,0
1115,1116,S08,7,S08E7,4.0,0.0,Chi Chi DeVayne,,0.0,1,0.0,0,0
1116,1117,S08,7,S08E7,5.0,0.0,Derrick Barry,,0.0,1,1.0,0,0
1117,1118,S08,7,S08E7,6.0,0.0,Thorgy Thor,,1.0,1,0.0,0,0
1124,1125,S08,8,S08E8,1.0,0.0,Bob the Drag Queen,,0.0,1,0.0,0,0
1125,1126,S08,8,S08E8,2.0,0.0,Kim Chi,,0.0,1,0.0,0,0
1126,1127,S08,8,S08E8,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,0
1127,1128,S08,8,S08E8,4.0,0.0,Chi Chi DeVayne,,0.0,1,1.0,0,0
1128,1129,S08,8,S08E8,5.0,0.0,Derrick Barry,,1.0,1,0.0,0,0
1136,1137,S08,9,S08E9,1.0,0.0,Bob the Drag Queen,,0.0,1,0.0,0,1
1137,1138,S08,9,S08E9,2.0,0.0,Kim Chi,,0.0,1,0.0,0,1
1138,1139,S08,9,S08E9,2.0,0.0,Naomi Smalls,,0.0,1,0.0,0,1
1139,1140,S08,9,S08E9,4.0,0.0,Chi Chi DeVayne,,1.0,1,0.0,0,1
1148,1149,S08,10,S08E10,1.0,0.0,Bob the Drag Queen,QUEEN SUPREME,0.0,1,0.0,1,0
1149,1150,S08,10,S08E10,2.0,0.0,Kim Chi,FINALE,0.0,1,0.0,1,0
1150,1151,S08,10,S08E10,2.0,0.0,Naomi Smalls,FINALE,0.0,1,0.0,1,0
1160,1161,S09,1,S09E1,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1161,1162,S09,1,S09E1,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1162,1163,S09,1,S09E1,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1163,1164,S09,1,S09E1,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1164,1165,S09,1,S09E1,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1165,1166,S09,1,S09E1,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1166,1167,S09,1,S09E1,7.0,1.0,Valentina,,0.0,1,0.0,0,0
1167,1168,S09,1,S09E1,8.0,0.0,Farrah Moan,,0.0,1,0.0,0,0
1168,1169,S09,1,S09E1,9.0,0.0,Aja,,0.0,1,0.0,0,0
1170,1171,S09,1,S09E1,11.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1171,1172,S09,1,S09E1,12.0,0.0,Charlie Hides,,0.0,1,0.0,0,0
1172,1173,S09,1,S09E1,13.0,0.0,Kimora Blac,,0.0,1,0.0,0,0
1173,1174,S09,1,S09E1,14.0,0.0,Jaymes Mansfield,,0.0,1,0.0,0,0
1174,1175,S09,2,S09E2,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1175,1176,S09,2,S09E2,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1176,1177,S09,2,S09E2,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1177,1178,S09,2,S09E2,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1178,1179,S09,2,S09E2,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1179,1180,S09,2,S09E2,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1180,1181,S09,2,S09E2,7.0,1.0,Valentina,,0.0,1,0.0,0,0
1181,1182,S09,2,S09E2,8.0,0.0,Farrah Moan,,0.0,1,0.0,0,0
1182,1183,S09,2,S09E2,9.0,0.0,Aja,,0.0,1,0.0,0,0
1183,1184,S09,2,S09E2,10.0,0.0,Cynthia Lee Fontaine,,0.0,1,0.0,0,0
1184,1185,S09,2,S09E2,11.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1185,1186,S09,2,S09E2,12.0,0.0,Charlie Hides,,0.0,1,0.0,0,0
1186,1187,S09,2,S09E2,13.0,0.0,Kimora Blac,,0.0,1,0.0,0,0
1187,1188,S09,2,S09E2,14.0,0.0,Jaymes Mansfield,,1.0,1,0.0,0,0
1188,1189,S09,3,S09E3,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1189,1190,S09,3,S09E3,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1190,1191,S09,3,S09E3,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1191,1192,S09,3,S09E3,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1192,1193,S09,3,S09E3,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1193,1194,S09,3,S09E3,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1194,1195,S09,3,S09E3,7.0,1.0,Valentina,,0.0,1,0.0,0,0
1195,1196,S09,3,S09E3,8.0,0.0,Farrah Moan,,0.0,1,0.0,0,0
1196,1197,S09,3,S09E3,9.0,0.0,Aja,,0.0,1,0.0,0,0
1197,1198,S09,3,S09E3,10.0,0.0,Cynthia Lee Fontaine,,0.0,1,0.0,0,0
1198,1199,S09,3,S09E3,11.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1199,1200,S09,3,S09E3,12.0,0.0,Charlie Hides,,0.0,1,0.0,0,0
1200,1201,S09,3,S09E3,13.0,0.0,Kimora Blac,,1.0,1,0.0,0,0
1202,1203,S09,4,S09E4,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1203,1204,S09,4,S09E4,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1204,1205,S09,4,S09E4,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1205,1206,S09,4,S09E4,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1206,1207,S09,4,S09E4,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1207,1208,S09,4,S09E4,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1208,1209,S09,4,S09E4,7.0,1.0,Valentina,,0.0,1,0.0,0,0
1209,1210,S09,4,S09E4,8.0,0.0,Farrah Moan,,0.0,1,0.0,0,0
1210,1211,S09,4,S09E4,9.0,0.0,Aja,,0.0,1,0.0,0,0
1211,1212,S09,4,S09E4,10.0,0.0,Cynthia Lee Fontaine,,0.0,1,0.0,0,0
1212,1213,S09,4,S09E4,11.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1213,1214,S09,4,S09E4,12.0,0.0,Charlie Hides,,1.0,1,0.0,0,0
1216,1217,S09,5,S09E5,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1217,1218,S09,5,S09E5,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1218,1219,S09,5,S09E5,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1219,1220,S09,5,S09E5,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1220,1221,S09,5,S09E5,5.0,0.0,Alexis Michelle,,0.0,1,1.0,0,0
1221,1222,S09,5,S09E5,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1222,1223,S09,5,S09E5,7.0,1.0,Valentina,,0.0,1,0.0,0,0
1223,1224,S09,5,S09E5,8.0,0.0,Farrah Moan,,0.0,1,0.0,0,0
1224,1225,S09,5,S09E5,9.0,0.0,Aja,,0.0,1,0.0,0,0
1225,1226,S09,5,S09E5,10.0,0.0,Cynthia Lee Fontaine,,0.0,1,0.0,0,0
1226,1227,S09,5,S09E5,11.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1230,1231,S09,6,S09E6,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1231,1232,S09,6,S09E6,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1232,1233,S09,6,S09E6,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1233,1234,S09,6,S09E6,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1234,1235,S09,6,S09E6,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1235,1236,S09,6,S09E6,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1236,1237,S09,6,S09E6,7.0,1.0,Valentina,,0.0,1,0.0,0,0
1237,1238,S09,6,S09E6,8.0,0.0,Farrah Moan,,0.0,1,0.0,0,0
1238,1239,S09,6,S09E6,9.0,0.0,Aja,,0.0,1,0.0,0,0
1239,1240,S09,6,S09E6,10.0,0.0,Cynthia Lee Fontaine,,1.0,1,0.0,0,0
1244,1245,S09,7,S09E7,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1245,1246,S09,7,S09E7,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1246,1247,S09,7,S09E7,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1247,1248,S09,7,S09E7,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1248,1249,S09,7,S09E7,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1249,1250,S09,7,S09E7,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1250,1251,S09,7,S09E7,7.0,1.0,Valentina,,0.0,1,0.0,0,0
1251,1252,S09,7,S09E7,8.0,0.0,Farrah Moan,,0.0,1,0.0,0,0
1252,1253,S09,7,S09E7,9.0,0.0,Aja,,1.0,1,0.0,0,0
1258,1259,S09,8,S09E8,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1259,1260,S09,8,S09E8,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1260,1261,S09,8,S09E8,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1261,1262,S09,8,S09E8,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1262,1263,S09,8,S09E8,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1263,1264,S09,8,S09E8,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1264,1265,S09,8,S09E8,7.0,1.0,Valentina,,0.0,1,1.0,0,0
1265,1266,S09,8,S09E8,8.0,0.0,Farrah Moan,,1.0,1,0.0,0,0
1272,1273,S09,9,S09E9,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1273,1274,S09,9,S09E9,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1274,1275,S09,9,S09E9,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1275,1276,S09,9,S09E9,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1276,1277,S09,9,S09E9,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1277,1278,S09,9,S09E9,6.0,0.0,Nina Bo'nina Brown,,0.0,1,0.0,0,0
1278,1279,S09,9,S09E9,7.0,1.0,Valentina,,1.0,1,0.0,0,0
1286,1287,S09,10,S09E10,1.0,0.0,Sasha Velour,,0.0,1,0.0,0,0
1287,1288,S09,10,S09E10,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1288,1289,S09,10,S09E10,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1289,1290,S09,10,S09E10,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1290,1291,S09,10,S09E10,5.0,0.0,Alexis Michelle,,0.0,1,0.0,0,0
1291,1292,S09,10,S09E10,6.0,0.0,Nina Bo'nina Brown,,1.0,1,0.0,0,0
1300,1301,S09,11,S09E11,1.0,0.0,Sasha Velour,,0.0,1,1.0,0,0
1301,1302,S09,11,S09E11,2.0,0.0,Peppermint,,0.0,1,0.0,0,0
1302,1303,S09,11,S09E11,3.0,0.0,Shea Couleé,,0.0,1,0.0,0,0
1303,1304,S09,11,S09E11,3.0,0.0,Trinity Taylor,,0.0,1,0.0,0,0
1304,1305,S09,11,S09E11,5.0,0.0,Alexis Michelle,,1.0,1,0.0,0,0
1314,1315,S09,14,S09E14,1.0,0.0,Sasha Velour,QUEEN SUPREME,0.0,1,0.0,1,0
1315,1316,S09,14,S09E14,2.0,0.0,Peppermint,FINALE,0.0,1,0.0,1,0
1316,1317,S09,14,S09E14,3.0,0.0,Shea Couleé,FINALE,0.0,1,0.0,1,0
1317,1318,S09,14,S09E14,3.0,0.0,Trinity Taylor,FINALE,0.0,1,0.0,1,0
1328,1329,S10,1,S10E1,1.0,0.0,Aquaria,,0.0,1,0.0,0,0
1329,1330,S10,1,S10E1,2.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1330,1331,S10,1,S10E1,2.0,0.0,Kameron Michaels,,0.0,1,0.0,0,0
1331,1332,S10,1,S10E1,4.0,0.0,Asia O'Hara,,0.0,1,0.0,0,0
1332,1333,S10,1,S10E1,5.0,0.0,Miz Cracker,,0.0,1,0.0,0,0
1333,1334,S10,1,S10E1,6.0,1.0,Monét X Change,,0.0,1,1.0,0,0
1334,1335,S10,1,S10E1,7.0,0.0,The Vixen,,0.0,1,0.0,0,0
1335,1336,S10,1,S10E1,8.0,0.0,Monique Heart,,0.0,1,0.0,0,0
1336,1337,S10,1,S10E1,9.0,0.0,Blair St. Clair,,0.0,1,0.0,0,0
1337,1338,S10,1,S10E1,10.0,0.0,Mayhem Miller,,0.0,1,0.0,0,0
1338,1339,S10,1,S10E1,11.0,0.0,Dusty Ray Bottoms,,0.0,1,0.0,0,0
1339,1340,S10,1,S10E1,12.0,0.0,Yuhua Hamasaki,,0.0,1,0.0,0,0
1340,1341,S10,1,S10E1,13.0,0.0,Kalorie Karbdashian Williams,,0.0,1,0.0,0,0
1341,1342,S10,1,S10E1,14.0,0.0,Vanessa Vanjie Mateo,,1.0,1,0.0,0,0
1342,1343,S10,2,S10E2,1.0,0.0,Aquaria,,0.0,1,0.0,0,0
1343,1344,S10,2,S10E2,2.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1344,1345,S10,2,S10E2,2.0,0.0,Kameron Michaels,,0.0,1,0.0,0,0
1345,1346,S10,2,S10E2,4.0,0.0,Asia O'Hara,,0.0,1,0.0,0,0
1346,1347,S10,2,S10E2,5.0,0.0,Miz Cracker,,0.0,1,0.0,0,0
1347,1348,S10,2,S10E2,6.0,1.0,Monét X Change,,0.0,1,0.0,0,0
1348,1349,S10,2,S10E2,7.0,0.0,The Vixen,,0.0,1,0.0,0,0
1349,1350,S10,2,S10E2,8.0,0.0,Monique Heart,,0.0,1,0.0,0,0
1350,1351,S10,2,S10E2,9.0,0.0,Blair St. Clair,,0.0,1,0.0,0,0
1351,1352,S10,2,S10E2,10.0,0.0,Mayhem Miller,,0.0,1,0.0,0,0
1352,1353,S10,2,S10E2,11.0,0.0,Dusty Ray Bottoms,,0.0,1,0.0,0,0
1353,1354,S10,2,S10E2,12.0,0.0,Yuhua Hamasaki,,0.0,1,0.0,0,0
1354,1355,S10,2,S10E2,13.0,0.0,Kalorie Karbdashian Williams,,1.0,1,0.0,0,0
1356,1357,S10,3,S10E3,1.0,0.0,Aquaria,,0.0,1,0.0,0,0
1357,1358,S10,3,S10E3,2.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1358,1359,S10,3,S10E3,2.0,0.0,Kameron Michaels,,0.0,1,0.0,0,0
1359,1360,S10,3,S10E3,4.0,0.0,Asia O'Hara,,0.0,1,0.0,0,0
1360,1361,S10,3,S10E3,5.0,0.0,Miz Cracker,,0.0,1,0.0,0,0
1361,1362,S10,3,S10E3,6.0,1.0,Monét X Change,,0.0,1,0.0,0,0
1362,1363,S10,3,S10E3,7.0,0.0,The Vixen,,0.0,1,0.0,0,0
1363,1364,S10,3,S10E3,8.0,0.0,Monique Heart,,0.0,1,0.0,0,0
1364,1365,S10,3,S10E3,9.0,0.0,Blair St. Clair,,0.0,1,0.0,0,0
1365,1366,S10,3,S10E3,10.0,0.0,Mayhem Miller,,0.0,1,0.0,0,0
1366,1367,S10,3,S10E3,11.0,0.0,Dusty Ray Bottoms,,0.0,1,0.0,0,0
1367,1368,S10,3,S10E3,12.0,0.0,Yuhua Hamasaki,,1.0,1,0.0,0,0
1370,1371,S10,4,S10E4,1.0,0.0,Aquaria,,0.0,1,1.0,0,0
1371,1372,S10,4,S10E4,2.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1372,1373,S10,4,S10E4,2.0,0.0,Kameron Michaels,,0.0,1,0.0,0,0
1373,1374,S10,4,S10E4,4.0,0.0,Asia O'Hara,,0.0,1,0.0,0,0
1374,1375,S10,4,S10E4,5.0,0.0,Miz Cracker,,0.0,1,0.0,0,0
1375,1376,S10,4,S10E4,6.0,1.0,Monét X Change,,0.0,1,0.0,0,0
1376,1377,S10,4,S10E4,7.0,0.0,The Vixen,,0.0,1,0.0,0,0
1377,1378,S10,4,S10E4,8.0,0.0,Monique Heart,,0.0,1,0.0,0,0
1378,1379,S10,4,S10E4,9.0,0.0,Blair St. Clair,,0.0,1,0.0,0,0
1379,1380,S10,4,S10E4,10.0,0.0,Mayhem Miller,,0.0,1,0.0,0,0
1380,1381,S10,4,S10E4,11.0,0.0,Dusty Ray Bottoms,,1.0,1,0.0,0,0
1384,1385,S10,5,S10E5,1.0,0.0,Aquaria,,0.0,1,0.0,0,0
1385,1386,S10,5,S10E5,2.0,0.0,Eureka O'Hara,,0.0,1,0.0,0,0
1386,1387,S10,5,S10E5,2.0,0.0,Kameron Michaels,,0.0,1,0.0,0,0
1387,1388,S10,5,S10E5,4.0,0.0,Asia O'Hara,,0.0,1,0.0,0,0
1388,1389,S10,5,S10E5,5.0,0.0,Miz Cracker,,0.0,1,0.0,0,0
